stonk,shortRatio,entToRev,profitMargin,enterpriseToEbitda,revenueQuarterlyGrowth,sharesShortPreviousMonthDate,enterpriseValue,sharesShort,fiftyTwoWeekLow,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,labels
GME,0.27,3.711,-0.053239997,-148.047,0,1611878400,19157270528,14200138,2.57,5.058571406773159,4.099473702280145,4.226363648067821,4.865238121577671,4.901500010490418,4.777272701263428,4.260000012137673,4.9804762204488116,8.948571500324068,12.94272739237005,13.067500019073487,17.36181809685447,0
